Position,From,To,Academic Connection,Country Connection,Music Connection,Sports Connection,Movie Connection
3570,42,85,,,,,
3571,43,1,,,,,
3572,43,2,,,,,
3573,43,3,,,,,
3574,43,4,,,,,
3575,43,5,,,,,
3576,43,6,,,,,
3577,43,7,,,,,
3578,43,8,,,,,
3579,43,9,,,,,
3580,43,10,,,,,
3581,43,11,,,,,
3582,43,12,,,,,
3583,43,13,,,,,
3584,43,14,,,,,
3585,43,15,,,,,
3586,43,16,,,,,
3587,43,17,,,,,
3588,43,18,,,,,
3589,43,19,,,,,
3590,43,20,,,,,
3591,43,21,,,,,
3592,43,22,,,,,
3593,43,23,,,,,
3594,43,24,,,,,
3595,43,25,,,,,
3596,43,26,,,,,
3597,43,27,,,,,
3598,43,28,,,,,
3599,43,29,,,,,
3600,43,30,,,,,
3601,43,31,,,,,
3602,43,32,,,,,
3603,43,33,,,,,
3604,43,34,,,,,
3605,43,35,,,,,
3606,43,36,,,,,
3607,43,37,,,,,
3608,43,38,,,,,
3609,43,39,,,,,
3610,43,40,,,,,
3611,43,41,,,,,
3612,43,42,,,,,
3613,43,43,,,,,
3614,43,44,,,,,
3615,43,45,,,,,
3616,43,46,,,,,
3617,43,47,,,,,
3618,43,48,,,,,
3619,43,49,,,,,
3620,43,50,,,,,
3621,43,51,,,,,
3622,43,52,,,,,
3623,43,53,,,,,
3624,43,54,,,,,
3625,43,55,,,,,
3626,43,56,,,,,
3627,43,57,,,,,
3628,43,58,,,,,
3629,43,59,,,,,
3630,43,60,,,,,
3631,43,61,,,,,
3632,43,62,,,,,
3633,43,63,,,,,
3634,43,64,,,,,
3635,43,65,,,,,
3636,43,66,,,,,
3637,43,67,,,,,
3638,43,68,,,,,
3639,43,69,,,,,
3640,43,70,,,,,
3641,43,71,,,,,
3642,43,72,,,,,
3643,43,73,,,,,
3644,43,74,,,,,
3645,43,75,,,,,
3646,43,76,,,,,
3647,43,77,,,,,
3648,43,78,,,,,
3649,43,79,,,,,
3650,43,80,,,,,
3651,43,81,,,,,
3652,43,82,,,,,
3653,43,83,,,,,
3654,43,84,,,,,
3655,43,85,,,,,
3656,44,1,,,,,
3657,44,2,,,,,
3658,44,3,,,,,
3659,44,4,,,,,
3660,44,5,,,,,
3661,44,6,,,,,
3662,44,7,,,,,
3663,44,8,,,,,
3664,44,9,,,,,
3665,44,10,,,,,
3666,44,11,,,,,
3667,44,12,,,,,
3668,44,13,,,,,
3669,44,14,,,,,
3670,44,15,,,,,
3671,44,16,,,,,
3672,44,17,,,,,
3673,44,18,,,,,
3674,44,19,,,,,
3675,44,20,,,,,
3676,44,21,,,,,
3677,44,22,,,,,
3678,44,23,,,,,
3679,44,24,,,,,
3680,44,25,,,,,
3681,44,26,,,,,
3682,44,27,,,,,
3683,44,28,,,,,
3684,44,29,,,,,
3685,44,30,,,,,
3686,44,31,,,,,
3687,44,32,,,,,
3688,44,33,,,,,
3689,44,34,,,,,
3690,44,35,,,,,
3691,44,36,,,,,
3692,44,37,,,,,
3693,44,38,,,,,
3694,44,39,,,,,
3695,44,40,,,,,
3696,44,41,,,,,
3697,44,42,,,,,
3698,44,43,,,,,
3699,44,44,,,,,
3700,44,45,,,,,
3701,44,46,,,,,
3702,44,47,,,,,
3703,44,48,,,,,
3704,44,49,,,,,
3705,44,50,,,,,
3706,44,51,,,,,
3707,44,52,,,,,
3708,44,53,,,,,
3709,44,54,,,,,
3710,44,55,,,,,
3711,44,56,,,,,
3712,44,57,,,,,
3713,44,58,,,,,
3714,44,59,,,,,
3715,44,60,,,,,
3716,44,61,,,,,
3717,44,62,,,,,
3718,44,63,,,,,
3719,44,64,,,,,
3720,44,65,,,,,
3721,44,66,,,,,
3722,44,67,,,,,
3723,44,68,,,,,
3724,44,69,,,,,
3725,44,70,,,,,
3726,44,71,,,,,
3727,44,72,,,,,
3728,44,73,,,,,
3729,44,74,,,,,
3730,44,75,,,,,
3731,44,76,,,,,
3732,44,77,,,,,
3733,44,78,,,,,
3734,44,79,,,,,
3735,44,80,,,,,
3736,44,81,,,,,
3737,44,82,,,,,
3738,44,83,,,,,
3739,44,84,,,,,
3740,44,85,,,,,
3741,45,1,,,,,
3742,45,2,,,,,
3743,45,3,,,,,
3744,45,4,,,,,
3745,45,5,,,,,
3746,45,6,,,,,
3747,45,7,,,,,
3748,45,8,,,,,
3749,45,9,,,,,
3750,45,10,,,,,
3751,45,11,,,,,
3752,45,12,,,,,
3753,45,13,,,,,
3754,45,14,,,,,
3755,45,15,,,,,
3756,45,16,,,,,
3757,45,17,,,,,
3758,45,18,,,,,
3759,45,19,,,,,
3760,45,20,,,,,
3761,45,21,,,,,
3762,45,22,,,,,
3763,45,23,,,,,
3764,45,24,,,,,
3765,45,25,,,,,
3766,45,26,,,,,
3767,45,27,,,,,
3768,45,28,,,,,
3769,45,29,,,,,
3770,45,30,,,,,
3771,45,31,,,,,
3772,45,32,,,,,
3773,45,33,,,,,
3774,45,34,,,,,
3775,45,35,,,,,
3776,45,36,,,,,
3777,45,37,,,,,
3778,45,38,,,,,
3779,45,39,,,,,
3780,45,40,,,,,
3781,45,41,,,,,
3782,45,42,,,,,
3783,45,43,,,,,
3784,45,44,,,,,
3785,45,45,,,,,
3786,45,46,,,,,
3787,45,47,,,,,
3788,45,48,,,,,
3789,45,49,,,,,
3790,45,50,,,,,
3791,45,51,,,,,
3792,45,52,,,,,
3793,45,53,,,,,
3794,45,54,,,,,
3795,45,55,,,,,
3796,45,56,,,,,
3797,45,57,,,,,
3798,45,58,,,,,
3799,45,59,,,,,
3800,45,60,,,,,
3801,45,61,,,,,
3802,45,62,,,,,
3803,45,63,,,,,
3804,45,64,,,,,
3805,45,65,,,,,
3806,45,66,,,,,
3807,45,67,,,,,
3808,45,68,,,,,
3809,45,69,,,,,
3810,45,70,,,,,
3811,45,71,,,,,
3812,45,72,,,,,
3813,45,73,,,,,
3814,45,74,,,,,
3815,45,75,,,,,
3816,45,76,,,,,
3817,45,77,,,,,
3818,45,78,,,,,
3819,45,79,,,,,
3820,45,80,,,,,
3821,45,81,,,,,
3822,45,82,,,,,
3823,45,83,,,,,
3824,45,84,,,,,
3825,45,85,,,,,
3826,46,1,,,,,
3827,46,2,,,,,
3828,46,3,,,,,
3829,46,4,,,,,
3830,46,5,,,,,
3831,46,6,,,,,
3832,46,7,,,,,
3833,46,8,,,,,
3834,46,9,,,,,
3835,46,10,,,,,
3836,46,11,,,,,
3837,46,12,,,,,
3838,46,13,,,,,
3839,46,14,,,,,
3840,46,15,,,,,
3841,46,16,,,,,
3842,46,17,,,,,
3843,46,18,,,,,
3844,46,19,,,,,
3845,46,20,,,,,
3846,46,21,,,,,
3847,46,22,,,,,
3848,46,23,,,,,
3849,46,24,,,,,
3850,46,25,,,,,
3851,46,26,,,,,
3852,46,27,,,,,
3853,46,28,,,,,
3854,46,29,,,,,
3855,46,30,,,,,
3856,46,31,,,,,
3857,46,32,,,,,
3858,46,33,,,,,
3859,46,34,,,,,
3860,46,35,,,,,
3861,46,36,,,,,
3862,46,37,,,,,
3863,46,38,,,,,
3864,46,39,,,,,
3865,46,40,,,,,
3866,46,41,,,,,
3867,46,42,,,,,
3868,46,43,,,,,
3869,46,44,,,,,
3870,46,45,,,,,
3871,46,46,,,,,
3872,46,47,,,,,
3873,46,48,,,,,
3874,46,49,,,,,
3875,46,50,,,,,
3876,46,51,,,,,
3877,46,52,,,,,
3878,46,53,,,,,
3879,46,54,,,,,
3880,46,55,,,,,
3881,46,56,,,,,
3882,46,57,,,,,
3883,46,58,,,,,
3884,46,59,,,,,
3885,46,60,,,,,
3886,46,61,,,,,
3887,46,62,,,,,
3888,46,63,,,,,
3889,46,64,,,,,
3890,46,65,,,,,
3891,46,66,,,,,
3892,46,67,,,,,
3893,46,68,,,,,
3894,46,69,,,,,
3895,46,70,,,,,
3896,46,71,,,,,
3897,46,72,,,,,
3898,46,73,,,,,
3899,46,74,,,,,
3900,46,75,,,,,
3901,46,76,,,,,
3902,46,77,,,,,
3903,46,78,,,,,
3904,46,79,,,,,
3905,46,80,,,,,
3906,46,81,,,,,
3907,46,82,,,,,
3908,46,83,,,,,
3909,46,84,,,,,
3910,46,85,,,,,
3911,47,1,,,,,
3912,47,2,,,,,
3913,47,3,,,,,
3914,47,4,,,,,
3915,47,5,,,,,
3916,47,6,,,,,
3917,47,7,,,,,
3918,47,8,,,,,
3919,47,9,,,,,
3920,47,10,,,,,
3921,47,11,,,,,
3922,47,12,,,,,
3923,47,13,,,,,
3924,47,14,,,,,
3925,47,15,,,,,
3926,47,16,,,,,
3927,47,17,,,,,
3928,47,18,,,,,
3929,47,19,,,,,
3930,47,20,,,,,
3931,47,21,,,,,
3932,47,22,,,,,
3933,47,23,,,,,
3934,47,24,,,,,
3935,47,25,,,,,
3936,47,26,,,,,
3937,47,27,,,,,
3938,47,28,,,,,
3939,47,29,,,,,
3940,47,30,,,,,
3941,47,31,,,,,
3942,47,32,,,,,
3943,47,33,,,,,
3944,47,34,,,,,
3945,47,35,,,,,
3946,47,36,,,,,
3947,47,37,,,,,
3948,47,38,,,,,
3949,47,39,,,,,
3950,47,40,,,,,
3951,47,41,,,,,
3952,47,42,,,,,
3953,47,43,,,,,
3954,47,44,,,,,
3955,47,45,,,,,
3956,47,46,,,,,
3957,47,47,,,,,
3958,47,48,,,,,
3959,47,49,,,,,
3960,47,50,,,,,
3961,47,51,,,,,
3962,47,52,,,,,
3963,47,53,,,,,
3964,47,54,,,,,
3965,47,55,,,,,
3966,47,56,,,,,
3967,47,57,,,,,
3968,47,58,,,,,
3969,47,59,,,,,
3970,47,60,,,,,
3971,47,61,,,,,
3972,47,62,,,,,
3973,47,63,,,,,
3974,47,64,,,,,
3975,47,65,,,,,
3976,47,66,,,,,
3977,47,67,,,,,
3978,47,68,,,,,
3979,47,69,,,,,
3980,47,70,,,,,
3981,47,71,,,,,
3982,47,72,,,,,
3983,47,73,,,,,
3984,47,74,,,,,
3985,47,75,,,,,
3986,47,76,,,,,
3987,47,77,,,,,
3988,47,78,,,,,
3989,47,79,,,,,
3990,47,80,,,,,
3991,47,81,,,,,
3992,47,82,,,,,
3993,47,83,,,,,
3994,47,84,,,,,
3995,47,85,,,,,
3996,48,1,,,,,
3997,48,2,,,,,
3998,48,3,,,,,
3999,48,4,,,,,
4000,48,5,,,,,
4001,48,6,,,,,
4002,48,7,,,,,
4003,48,8,,,,,
4004,48,9,,,,,
4005,48,10,,,,,
4006,48,11,,,,,
4007,48,12,,,,,
4008,48,13,,,,,
4009,48,14,,,,,
4010,48,15,,,,,
4011,48,16,,,,,
4012,48,17,,,,,
4013,48,18,,,,,
4014,48,19,,,,,
4015,48,20,,,,,
4016,48,21,,,,,
4017,48,22,,,,,
4018,48,23,,,,,
4019,48,24,,,,,
4020,48,25,,,,,
4021,48,26,,,,,
4022,48,27,,,,,
4023,48,28,,,,,
4024,48,29,,,,,
4025,48,30,,,,,
4026,48,31,,,,,
4027,48,32,,,,,
4028,48,33,,,,,
4029,48,34,,,,,
4030,48,35,,,,,
4031,48,36,,,,,
4032,48,37,,,,,
4033,48,38,,,,,
4034,48,39,,,,,
4035,48,40,,,,,
4036,48,41,,,,,
4037,48,42,,,,,
4038,48,43,,,,,
4039,48,44,,,,,
4040,48,45,,,,,
4041,48,46,,,,,
4042,48,47,,,,,
4043,48,48,,,,,
4044,48,49,,,,,
4045,48,50,,,,,
4046,48,51,,,,,
4047,48,52,,,,,
4048,48,53,,,,,
4049,48,54,,,,,
4050,48,55,,,,,
4051,48,56,,,,,
4052,48,57,,,,,
4053,48,58,,,,,
4054,48,59,,,,,
4055,48,60,,,,,
4056,48,61,,,,,
4057,48,62,,,,,
4058,48,63,,,,,
4059,48,64,,,,,
4060,48,65,,,,,
4061,48,66,,,,,
4062,48,67,,,,,
4063,48,68,,,,,
4064,48,69,,,,,
4065,48,70,,,,,
4066,48,71,,,,,
4067,48,72,,,,,
4068,48,73,,,,,
4069,48,74,,,,,
4070,48,75,,,,,
4071,48,76,,,,,
4072,48,77,,,,,
4073,48,78,,,,,
4074,48,79,,,,,
4075,48,80,,,,,
4076,48,81,,,,,
4077,48,82,,,,,
4078,48,83,,,,,
4079,48,84,,,,,
4080,48,85,,,,,
4081,49,1,,,,,
4082,49,2,,,,,
4083,49,3,,,,,
4084,49,4,,,,,
4085,49,5,,,,,
4086,49,6,,,,,
4087,49,7,,,,,
4088,49,8,,,,,
4089,49,9,,,,,
4090,49,10,,,,,
4091,49,11,,,,,
4092,49,12,,,,,
4093,49,13,,,,,
4094,49,14,,,,,
4095,49,15,,,,,
4096,49,16,,,,,
4097,49,17,,,,,
4098,49,18,,,,,
4099,49,19,,,,,
4100,49,20,,,,,
4101,49,21,,,,,
4102,49,22,,,,,
4103,49,23,,,,,
4104,49,24,,,,,
4105,49,25,,,,,
4106,49,26,,,,,
4107,49,27,,,,,
4108,49,28,,,,,
4109,49,29,,,,,
4110,49,30,,,,,
4111,49,31,,,,,
4112,49,32,,,,,
4113,49,33,,,,,
4114,49,34,,,,,
4115,49,35,,,,,
4116,49,36,,,,,
4117,49,37,,,,,
4118,49,38,,,,,
4119,49,39,,,,,
4120,49,40,,,,,
4121,49,41,,,,,
4122,49,42,,,,,
4123,49,43,,,,,
4124,49,44,,,,,
4125,49,45,,,,,
4126,49,46,,,,,
4127,49,47,,,,,
4128,49,48,,,,,
4129,49,49,,,,,
4130,49,50,,,,,
4131,49,51,,,,,
4132,49,52,,,,,
4133,49,53,,,,,
4134,49,54,,,,,
4135,49,55,,,,,
4136,49,56,,,,,
4137,49,57,,,,,
4138,49,58,,,,,
4139,49,59,,,,,
4140,49,60,,,,,
4141,49,61,,,,,
4142,49,62,,,,,
4143,49,63,,,,,
4144,49,64,,,,,
4145,49,65,,,,,
4146,49,66,,,,,
4147,49,67,,,,,
4148,49,68,,,,,
4149,49,69,,,,,
4150,49,70,,,,,
4151,49,71,,,,,
4152,49,72,,,,,
4153,49,73,,,,,
4154,49,74,,,,,
4155,49,75,,,,,
4156,49,76,,,,,
4157,49,77,,,,,
4158,49,78,,,,,
4159,49,79,,,,,
4160,49,80,,,,,
4161,49,81,,,,,
4162,49,82,,,,,
4163,49,83,,,,,
4164,49,84,,,,,
4165,49,85,,,,,
4166,50,1,,,,,
4167,50,2,,,,,
4168,50,3,,,,,
4169,50,4,,,,,
4170,50,5,,,,,
4171,50,6,,,,,
4172,50,7,,,,,
4173,50,8,,,,,
4174,50,9,,,,,
4175,50,10,,,,,
4176,50,11,,,,,
4177,50,12,,,,,
4178,50,13,,,,,
4179,50,14,,,,,
4180,50,15,,,,,
4181,50,16,,,,,
4182,50,17,,,,,
4183,50,18,,,,,
4184,50,19,,,,,
4185,50,20,,,,,
4186,50,21,,,,,
4187,50,22,,,,,
4188,50,23,,,,,
4189,50,24,,,,,
4190,50,25,,,,,
4191,50,26,,,,,
4192,50,27,,,,,
4193,50,28,,,,,
4194,50,29,,,,,
4195,50,30,,,,,
4196,50,31,,,,,
4197,50,32,,,,,
4198,50,33,,,,,
4199,50,34,,,,,
4200,50,35,,,,,
4201,50,36,,,,,
4202,50,37,,,,,
4203,50,38,,,,,
4204,50,39,,,,,
4205,50,40,,,,,
4206,50,41,,,,,
4207,50,42,,,,,
4208,50,43,,,,,
4209,50,44,,,,,
4210,50,45,,,,,
4211,50,46,,,,,
4212,50,47,,,,,
4213,50,48,,,,,
4214,50,49,,,,,
4215,50,50,,,,,
4216,50,51,,,,,
4217,50,52,,,,,
4218,50,53,,,,,
4219,50,54,,,,,
4220,50,55,,,,,
4221,50,56,,,,,
4222,50,57,,,,,
4223,50,58,,,,,
4224,50,59,,,,,
4225,50,60,,,,,
4226,50,61,,,,,
4227,50,62,,,,,
4228,50,63,,,,,
4229,50,64,,,,,
4230,50,65,,,,,
4231,50,66,,,,,
4232,50,67,,,,,
4233,50,68,,,,,
4234,50,69,,,,,
4235,50,70,,,,,
4236,50,71,,,,,
4237,50,72,,,,,
4238,50,73,,,,,
4239,50,74,,,,,
4240,50,75,,,,,
4241,50,76,,,,,
4242,50,77,,,,,
4243,50,78,,,,,
4244,50,79,,,,,
4245,50,80,,,,,
4246,50,81,,,,,
4247,50,82,,,,,
4248,50,83,,,,,
4249,50,84,,,,,
4250,50,85,,,,,
4251,51,1,,,,,
4252,51,2,,,,,
4253,51,3,,,,,
4254,51,4,,,,,
4255,51,5,,,,,
4256,51,6,,,,,
4257,51,7,,,,,
4258,51,8,,,,,
4259,51,9,,,,,
4260,51,10,,,,,
4261,51,11,,,,,
4262,51,12,,,,,
4263,51,13,,,,,
4264,51,14,,,,,
4265,51,15,,,,,
4266,51,16,,,,,
4267,51,17,,,,,
4268,51,18,,,,,
4269,51,19,,,,,
4270,51,20,,,,,
4271,51,21,,,,,
4272,51,22,,,,,
4273,51,23,,,,,
4274,51,24,,,,,
4275,51,25,,,,,
4276,51,26,,,,,
4277,51,27,,,,,
4278,51,28,,,,,
4279,51,29,,,,,
4280,51,30,,,,,
4281,51,31,,,,,
4282,51,32,,,,,
4283,51,33,,,,,
4284,51,34,,,,,
4285,51,35,,,,,
4286,51,36,,,,,
4287,51,37,,,,,
4288,51,38,,,,,
4289,51,39,,,,,
4290,51,40,,,,,
4291,51,41,,,,,
4292,51,42,,,,,
4293,51,43,,,,,
4294,51,44,,,,,
4295,51,45,,,,,
4296,51,46,,,,,
4297,51,47,,,,,
4298,51,48,,,,,
4299,51,49,,,,,
4300,51,50,,,,,
4301,51,51,,,,,
4302,51,52,,,,,
4303,51,53,,,,,
4304,51,54,,,,,
4305,51,55,,,,,
4306,51,56,,,,,
4307,51,57,,,,,
4308,51,58,,,,,
4309,51,59,,,,,
4310,51,60,,,,,
4311,51,61,,,,,
4312,51,62,,,,,
4313,51,63,,,,,
4314,51,64,,,,,
4315,51,65,,,,,
4316,51,66,,,,,
4317,51,67,,,,,
4318,51,68,,,,,
4319,51,69,,,,,
4320,51,70,,,,,
4321,51,71,,,,,
4322,51,72,,,,,
4323,51,73,,,,,
4324,51,74,,,,,
4325,51,75,,,,,
4326,51,76,,,,,
4327,51,77,,,,,
4328,51,78,,,,,
4329,51,79,,,,,
4330,51,80,,,,,
4331,51,81,,,,,
4332,51,82,,,,,
4333,51,83,,,,,
4334,51,84,,,,,
4335,51,85,,,,,
4336,52,1,,,,,
4337,52,2,,,,,
4338,52,3,,,,,
4339,52,4,,,,,
4340,52,5,,,,,
4341,52,6,,,,,
4342,52,7,,,,,
4343,52,8,,,,,
4344,52,9,,,,,
4345,52,10,,,,,
4346,52,11,,,,,
4347,52,12,,,,,
4348,52,13,,,,,
4349,52,14,,,,,
4350,52,15,,,,,
4351,52,16,,,,,
4352,52,17,,,,,
4353,52,18,,,,,
4354,52,19,,,,,
4355,52,20,,,,,
4356,52,21,,,,,
4357,52,22,,,,,
4358,52,23,,,,,
4359,52,24,,,,,
4360,52,25,,,,,
4361,52,26,,,,,
4362,52,27,,,,,
4363,52,28,,,,,
4364,52,29,,,,,
4365,52,30,,,,,
4366,52,31,,,,,
4367,52,32,,,,,
4368,52,33,,,,,
4369,52,34,,,,,
4370,52,35,,,,,
4371,52,36,,,,,
4372,52,37,,,,,
4373,52,38,,,,,
4374,52,39,,,,,
4375,52,40,,,,,
4376,52,41,,,,,
4377,52,42,,,,,
4378,52,43,,,,,
4379,52,44,,,,,
4380,52,45,,,,,
4381,52,46,,,,,
4382,52,47,,,,,
4383,52,48,,,,,
4384,52,49,,,,,
4385,52,50,,,,,
4386,52,51,,,,,
4387,52,52,,,,,
4388,52,53,,,,,
4389,52,54,,,,,
4390,52,55,,,,,
4391,52,56,,,,,
4392,52,57,,,,,
4393,52,58,,,,,
4394,52,59,,,,,
4395,52,60,,,,,
4396,52,61,,,,,
4397,52,62,,,,,
4398,52,63,,,,,
4399,52,64,,,,,
4400,52,65,,,,,
4401,52,66,,,,,
4402,52,67,,,,,
4403,52,68,,,,,
4404,52,69,,,,,
4405,52,70,,,,,
4406,52,71,,,,,
4407,52,72,,,,,
4408,52,73,,,,,
4409,52,74,,,,,
4410,52,75,,,,,
4411,52,76,,,,,
4412,52,77,,,,,
4413,52,78,,,,,
4414,52,79,,,,,
4415,52,80,,,,,
4416,52,81,,,,,
4417,52,82,,,,,
4418,52,83,,,,,
4419,52,84,,,,,
4420,52,85,,,,,
4421,53,1,,,,,
4422,53,2,,,,,
4423,53,3,,,,,
4424,53,4,,,,,
4425,53,5,,,,,
4426,53,6,,,,,
4427,53,7,,,,,
4428,53,8,,,,,
4429,53,9,,,,,
4430,53,10,,,,,
4431,53,11,,,,,
4432,53,12,,,,,
4433,53,13,,,,,
4434,53,14,,,,,
4435,53,15,,,,,
4436,53,16,,,,,
4437,53,17,,,,,
4438,53,18,,,,,
4439,53,19,,,,,
4440,53,20,,,,,
4441,53,21,,,,,
4442,53,22,,,,,
4443,53,23,,,,,
4444,53,24,,,,,
4445,53,25,,,,,
4446,53,26,,,,,
4447,53,27,,,,,
4448,53,28,,,,,
4449,53,29,,,,,
4450,53,30,,,,,
4451,53,31,,,,,
4452,53,32,,,,,
4453,53,33,,,,,
4454,53,34,,,,,
4455,53,35,,,,,
4456,53,36,,,,,
4457,53,37,,,,,
4458,53,38,,,,,
4459,53,39,,,,,
4460,53,40,,,,,
4461,53,41,,,,,
4462,53,42,,,,,
4463,53,43,,,,,
4464,53,44,,,,,
4465,53,45,,,,,
4466,53,46,,,,,
4467,53,47,,,,,
4468,53,48,,,,,
4469,53,49,,,,,
4470,53,50,,,,,
4471,53,51,,,,,
4472,53,52,,,,,
4473,53,53,,,,,
4474,53,54,,,,,
4475,53,55,,,,,
4476,53,56,,,,,
4477,53,57,,,,,
4478,53,58,,,,,
4479,53,59,,,,,
4480,53,60,,,,,
4481,53,61,,,,,
4482,53,62,,,,,
4483,53,63,,,,,
4484,53,64,,,,,
4485,53,65,,,,,
4486,53,66,,,,,
4487,53,67,,,,,
4488,53,68,,,,,
4489,53,69,,,,,
4490,53,70,,,,,
4491,53,71,,,,,
4492,53,72,,,,,
4493,53,73,,,,,
4494,53,74,,,,,
4495,53,75,,,,,
4496,53,76,,,,,
4497,53,77,,,,,
4498,53,78,,,,,
4499,53,79,,,,,
4500,53,80,,,,,
4501,53,81,,,,,
4502,53,82,,,,,
4503,53,83,,,,,
4504,53,84,,,,,
4505,53,85,,,,,
4506,54,1,,,,,
4507,54,2,,,,,
4508,54,3,,,,,
4509,54,4,,,,,
4510,54,5,,,,,
4511,54,6,,,,,
4512,54,7,,,,,
4513,54,8,,,,,
4514,54,9,,,,,
4515,54,10,,,,,
4516,54,11,,,,,
4517,54,12,,,,,
4518,54,13,,,,,
4519,54,14,,,,,
4520,54,15,,,,,
4521,54,16,,,,,
4522,54,17,,,,,
4523,54,18,,,,,
4524,54,19,,,,,
4525,54,20,,,,,
4526,54,21,,,,,
4527,54,22,,,,,
4528,54,23,,,,,
4529,54,24,,,,,
4530,54,25,,,,,
4531,54,26,,,,,
4532,54,27,,,,,
4533,54,28,,,,,
4534,54,29,,,,,
4535,54,30,,,,,
4536,54,31,,,,,
4537,54,32,,,,,
4538,54,33,,,,,
4539,54,34,,,,,
4540,54,35,,,,,
4541,54,36,,,,,
4542,54,37,,,,,
4543,54,38,,,,,
4544,54,39,,,,,
4545,54,40,,,,,
4546,54,41,,,,,
4547,54,42,,,,,
4548,54,43,,,,,
4549,54,44,,,,,
4550,54,45,,,,,
4551,54,46,,,,,
4552,54,47,,,,,
4553,54,48,,,,,
4554,54,49,,,,,
4555,54,50,,,,,
4556,54,51,,,,,
4557,54,52,,,,,
4558,54,53,,,,,
4559,54,54,,,,,
4560,54,55,,,,,
4561,54,56,,,,,
4562,54,57,,,,,
4563,54,58,,,,,
4564,54,59,,,,,
4565,54,60,,,,,
4566,54,61,,,,,
4567,54,62,,,,,
4568,54,63,,,,,
4569,54,64,,,,,
4570,54,65,,,,,
4571,54,66,,,,,
4572,54,67,,,,,
4573,54,68,,,,,
4574,54,69,,,,,
4575,54,70,,,,,
4576,54,71,,,,,
4577,54,72,,,,,
4578,54,73,,,,,
4579,54,74,,,,,
4580,54,75,,,,,
4581,54,76,,,,,
4582,54,77,,,,,
4583,54,78,,,,,
4584,54,79,,,,,
4585,54,80,,,,,
4586,54,81,,,,,
4587,54,82,,,,,
4588,54,83,,,,,
4589,54,84,,,,,
4590,54,85,,,,,
4591,55,1,,,,,
4592,55,2,,,,,
4593,55,3,,,,,
4594,55,4,,,,,
4595,55,5,,,,,
4596,55,6,,,,,
4597,55,7,,,,,
4598,55,8,,,,,
4599,55,9,,,,,
4600,55,10,,,,,
4601,55,11,,,,,
4602,55,12,,,,,
4603,55,13,,,,,
4604,55,14,,,,,
4605,55,15,,,,,
4606,55,16,,,,,
4607,55,17,,,,,
4608,55,18,,,,,
4609,55,19,,,,,
4610,55,20,,,,,
4611,55,21,,,,,
4612,55,22,,,,,
4613,55,23,,,,,
4614,55,24,,,,,
4615,55,25,,,,,
4616,55,26,,,,,
4617,55,27,,,,,
4618,55,28,,,,,
4619,55,29,,,,,
4620,55,30,,,,,
4621,55,31,,,,,
4622,55,32,,,,,
4623,55,33,,,,,
4624,55,34,,,,,
4625,55,35,,,,,
4626,55,36,,,,,
4627,55,37,,,,,
4628,55,38,,,,,
4629,55,39,,,,,
4630,55,40,,,,,
4631,55,41,,,,,
4632,55,42,,,,,
4633,55,43,,,,,
4634,55,44,,,,,
4635,55,45,,,,,
4636,55,46,,,,,
4637,55,47,,,,,
4638,55,48,,,,,
4639,55,49,,,,,
4640,55,50,,,,,
4641,55,51,,,,,
4642,55,52,,,,,
4643,55,53,,,,,
4644,55,54,,,,,
4645,55,55,,,,,
4646,55,56,,,,,
4647,55,57,,,,,
4648,55,58,,,,,
4649,55,59,,,,,
4650,55,60,,,,,
4651,55,61,,,,,
4652,55,62,,,,,
4653,55,63,,,,,
4654,55,64,,,,,
4655,55,65,,,,,
4656,55,66,,,,,
4657,55,67,,,,,
4658,55,68,,,,,
4659,55,69,,,,,
4660,55,70,,,,,
4661,55,71,,,,,
4662,55,72,,,,,
4663,55,73,,,,,
4664,55,74,,,,,
4665,55,75,,,,,
4666,55,76,,,,,
4667,55,77,,,,,
4668,55,78,,,,,
4669,55,79,,,,,
4670,55,80,,,,,
4671,55,81,,,,,
4672,55,82,,,,,
4673,55,83,,,,,
4674,55,84,,,,,
4675,55,85,,,,,
4676,56,1,,,,,
4677,56,2,,,,,
4678,56,3,,,,,
4679,56,4,,,,,
4680,56,5,,,,,
4681,56,6,,,,,
4682,56,7,,,,,
4683,56,8,,,,,
4684,56,9,,,,,
4685,56,10,,,,,
4686,56,11,,,,,
4687,56,12,,,,,
4688,56,13,,,,,
4689,56,14,,,,,
4690,56,15,,,,,
4691,56,16,,,,,
4692,56,17,,,,,
4693,56,18,,,,,
4694,56,19,,,,,
4695,56,20,,,,,
4696,56,21,,,,,
4697,56,22,,,,,
4698,56,23,,,,,
4699,56,24,,,,,
4700,56,25,,,,,
4701,56,26,,,,,
4702,56,27,,,,,
4703,56,28,,,,,
4704,56,29,,,,,
4705,56,30,,,,,
4706,56,31,,,,,
4707,56,32,,,,,
4708,56,33,,,,,
4709,56,34,,,,,
4710,56,35,,,,,
4711,56,36,,,,,
4712,56,37,,,,,
4713,56,38,,,,,
4714,56,39,,,,,
4715,56,40,,,,,
4716,56,41,,,,,
4717,56,42,,,,,
4718,56,43,,,,,
4719,56,44,,,,,
4720,56,45,,,,,
4721,56,46,,,,,
4722,56,47,,,,,
4723,56,48,,,,,
4724,56,49,,,,,
4725,56,50,,,,,
4726,56,51,,,,,
4727,56,52,,,,,
4728,56,53,,,,,
4729,56,54,,,,,
4730,56,55,,,,,
4731,56,56,,,,,
4732,56,57,,,,,
